generated_id,seed_no,variant_index,reference,original_expression,generated_expression,generation_type,distinct_operands_renamed
171,8,7,,(ab(c+d)1~2),(X008V07O01(X008V07O02+X008V07O03)1~700800704),operand-renamed_same-structure,4
172,8,8,,(ab(c+d)1~2),(X008V08O01(X008V08O02+X008V08O03)1~700800804),operand-renamed_same-structure,4
173,8,9,,(ab(c+d)1~2),(X008V09O01(X008V09O02+X008V09O03)1~700800904),operand-renamed_same-structure,4
174,8,10,,(ab(c+d)1~2),(X008V10O01(X008V10O02+X008V10O03)1~700801004),operand-renamed_same-structure,4
175,8,11,,(ab(c+d)1~2),(X008V11O01(X008V11O02+X008V11O03)1~700801104),operand-renamed_same-structure,4
176,8,12,,(ab(c+d)1~2),(X008V12O01(X008V12O02+X008V12O03)1~700801204),operand-renamed_same-structure,4
177,8,13,,(ab(c+d)1~2),(X008V13O01(X008V13O02+X008V13O03)1~700801304),operand-renamed_same-structure,4
178,8,14,,(ab(c+d)1~2),(X008V14O01(X008V14O02+X008V14O03)1~700801404),operand-renamed_same-structure,4
179,8,15,,(ab(c+d)1~2),(X008V15O01(X008V15O02+X008V15O03)1~700801504),operand-renamed_same-structure,4
180,8,16,,(ab(c+d)1~2),(X008V16O01(X008V16O02+X008V16O03)1~700801604),operand-renamed_same-structure,4
181,8,17,,(ab(c+d)1~2),(X008V17O01(X008V17O02+X008V17O03)1~700801704),operand-renamed_same-structure,4
182,8,18,,(ab(c+d)1~2),(X008V18O01(X008V18O02+X008V18O03)1~700801804),operand-renamed_same-structure,4
183,8,19,,(ab(c+d)1~2),(X008V19O01(X008V19O02+X008V19O03)1~700801904),operand-renamed_same-structure,4
184,8,20,,(ab(c+d)1~2),(X008V20O01(X008V20O02+X008V20O03)1~700802004),operand-renamed_same-structure,4
185,8,21,,(ab(c+d)1~2),(X008V21O01(X008V21O02+X008V21O03)1~700802104),operand-renamed_same-structure,4
186,8,22,,(ab(c+d)1~2),(X008V22O01(X008V22O02+X008V22O03)1~700802204),operand-renamed_same-structure,4
187,8,23,,(ab(c+d)1~2),(X008V23O01(X008V23O02+X008V23O03)1~700802304),operand-renamed_same-structure,4
188,8,24,,(ab(c+d)1~2),(X008V24O01(X008V24O02+X008V24O03)1~700802404),operand-renamed_same-structure,4
189,9,1,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V01O01(X009V01O02)*(X009V01O03+X009V01O04+X009V01O05+X009V01O06+X009V01O07+X009V01O08+X009V01O09+X009V01O10)+X009V01O11)*,operand-renamed_same-structure,11
190,9,2,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V02O01(X009V02O02)*(X009V02O03+X009V02O04+X009V02O05+X009V02O06+X009V02O07+X009V02O08+X009V02O09+X009V02O10)+X009V02O11)*,operand-renamed_same-structure,11
191,9,3,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V03O01(X009V03O02)*(X009V03O03+X009V03O04+X009V03O05+X009V03O06+X009V03O07+X009V03O08+X009V03O09+X009V03O10)+X009V03O11)*,operand-renamed_same-structure,11
192,9,4,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V04O01(X009V04O02)*(X009V04O03+X009V04O04+X009V04O05+X009V04O06+X009V04O07+X009V04O08+X009V04O09+X009V04O10)+X009V04O11)*,operand-renamed_same-structure,11
193,9,5,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V05O01(X009V05O02)*(X009V05O03+X009V05O04+X009V05O05+X009V05O06+X009V05O07+X009V05O08+X009V05O09+X009V05O10)+X009V05O11)*,operand-renamed_same-structure,11
194,9,6,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V06O01(X009V06O02)*(X009V06O03+X009V06O04+X009V06O05+X009V06O06+X009V06O07+X009V06O08+X009V06O09+X009V06O10)+X009V06O11)*,operand-renamed_same-structure,11
195,9,7,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V07O01(X009V07O02)*(X009V07O03+X009V07O04+X009V07O05+X009V07O06+X009V07O07+X009V07O08+X009V07O09+X009V07O10)+X009V07O11)*,operand-renamed_same-structure,11
196,9,8,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V08O01(X009V08O02)*(X009V08O03+X009V08O04+X009V08O05+X009V08O06+X009V08O07+X009V08O08+X009V08O09+X009V08O10)+X009V08O11)*,operand-renamed_same-structure,11
197,9,9,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V09O01(X009V09O02)*(X009V09O03+X009V09O04+X009V09O05+X009V09O06+X009V09O07+X009V09O08+X009V09O09+X009V09O10)+X009V09O11)*,operand-renamed_same-structure,11
198,9,10,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V10O01(X009V10O02)*(X009V10O03+X009V10O04+X009V10O05+X009V10O06+X009V10O07+X009V10O08+X009V10O09+X009V10O10)+X009V10O11)*,operand-renamed_same-structure,11
199,9,11,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V11O01(X009V11O02)*(X009V11O03+X009V11O04+X009V11O05+X009V11O06+X009V11O07+X009V11O08+X009V11O09+X009V11O10)+X009V11O11)*,operand-renamed_same-structure,11
200,9,12,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V12O01(X009V12O02)*(X009V12O03+X009V12O04+X009V12O05+X009V12O06+X009V12O07+X009V12O08+X009V12O09+X009V12O10)+X009V12O11)*,operand-renamed_same-structure,11
201,9,13,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V13O01(X009V13O02)*(X009V13O03+X009V13O04+X009V13O05+X009V13O06+X009V13O07+X009V13O08+X009V13O09+X009V13O10)+X009V13O11)*,operand-renamed_same-structure,11
202,9,14,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V14O01(X009V14O02)*(X009V14O03+X009V14O04+X009V14O05+X009V14O06+X009V14O07+X009V14O08+X009V14O09+X009V14O10)+X009V14O11)*,operand-renamed_same-structure,11
203,9,15,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V15O01(X009V15O02)*(X009V15O03+X009V15O04+X009V15O05+X009V15O06+X009V15O07+X009V15O08+X009V15O09+X009V15O10)+X009V15O11)*,operand-renamed_same-structure,11
204,9,16,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V16O01(X009V16O02)*(X009V16O03+X009V16O04+X009V16O05+X009V16O06+X009V16O07+X009V16O08+X009V16O09+X009V16O10)+X009V16O11)*,operand-renamed_same-structure,11
205,9,17,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V17O01(X009V17O02)*(X009V17O03+X009V17O04+X009V17O05+X009V17O06+X009V17O07+X009V17O08+X009V17O09+X009V17O10)+X009V17O11)*,operand-renamed_same-structure,11
206,9,18,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V18O01(X009V18O02)*(X009V18O03+X009V18O04+X009V18O05+X009V18O06+X009V18O07+X009V18O08+X009V18O09+X009V18O10)+X009V18O11)*,operand-renamed_same-structure,11
207,9,19,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V19O01(X009V19O02)*(X009V19O03+X009V19O04+X009V19O05+X009V19O06+X009V19O07+X009V19O08+X009V19O09+X009V19O10)+X009V19O11)*,operand-renamed_same-structure,11
208,9,20,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V20O01(X009V20O02)*(X009V20O03+X009V20O04+X009V20O05+X009V20O06+X009V20O07+X009V20O08+X009V20O09+X009V20O10)+X009V20O11)*,operand-renamed_same-structure,11
209,9,21,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V21O01(X009V21O02)*(X009V21O03+X009V21O04+X009V21O05+X009V21O06+X009V21O07+X009V21O08+X009V21O09+X009V21O10)+X009V21O11)*,operand-renamed_same-structure,11
210,9,22,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V22O01(X009V22O02)*(X009V22O03+X009V22O04+X009V22O05+X009V22O06+X009V22O07+X009V22O08+X009V22O09+X009V22O10)+X009V22O11)*,operand-renamed_same-structure,11
211,9,23,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V23O01(X009V23O02)*(X009V23O03+X009V23O04+X009V23O05+X009V23O06+X009V23O07+X009V23O08+X009V23O09+X009V23O10)+X009V23O11)*,operand-renamed_same-structure,11
212,9,24,,(h(abcdefgi)*(abcdefgr+abcdefp+abcdeo+abcdn+abcm+abl+ak+j)+s)*,(X009V24O01(X009V24O02)*(X009V24O03+X009V24O04+X009V24O05+X009V24O06+X009V24O07+X009V24O08+X009V24O09+X009V24O10)+X009V24O11)*,operand-renamed_same-structure,11
213,10,1,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V01O01().X010V01O02.(X010V01O02|X010V01O03|X010V01O04)*,operand-renamed_same-structure,4
214,10,2,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V02O01().X010V02O02.(X010V02O02|X010V02O03|X010V02O04)*,operand-renamed_same-structure,4
215,10,3,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V03O01().X010V03O02.(X010V03O02|X010V03O03|X010V03O04)*,operand-renamed_same-structure,4
216,10,4,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V04O01().X010V04O02.(X010V04O02|X010V04O03|X010V04O04)*,operand-renamed_same-structure,4
217,10,5,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V05O01().X010V05O02.(X010V05O02|X010V05O03|X010V05O04)*,operand-renamed_same-structure,4
218,10,6,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V06O01().X010V06O02.(X010V06O02|X010V06O03|X010V06O04)*,operand-renamed_same-structure,4
219,10,7,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V07O01().X010V07O02.(X010V07O02|X010V07O03|X010V07O04)*,operand-renamed_same-structure,4
220,10,8,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V08O01().X010V08O02.(X010V08O02|X010V08O03|X010V08O04)*,operand-renamed_same-structure,4
221,10,9,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V09O01().X010V09O02.(X010V09O02|X010V09O03|X010V09O04)*,operand-renamed_same-structure,4
222,10,10,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V10O01().X010V10O02.(X010V10O02|X010V10O03|X010V10O04)*,operand-renamed_same-structure,4
223,10,11,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V11O01().X010V11O02.(X010V11O02|X010V11O03|X010V11O04)*,operand-renamed_same-structure,4
224,10,12,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V12O01().X010V12O02.(X010V12O02|X010V12O03|X010V12O04)*,operand-renamed_same-structure,4
225,10,13,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V13O01().X010V13O02.(X010V13O02|X010V13O03|X010V13O04)*,operand-renamed_same-structure,4
226,10,14,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V14O01().X010V14O02.(X010V14O02|X010V14O03|X010V14O04)*,operand-renamed_same-structure,4
227,10,15,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V15O01().X010V15O02.(X010V15O02|X010V15O03|X010V15O04)*,operand-renamed_same-structure,4
228,10,16,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V16O01().X010V16O02.(X010V16O02|X010V16O03|X010V16O04)*,operand-renamed_same-structure,4
229,10,17,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V17O01().X010V17O02.(X010V17O02|X010V17O03|X010V17O04)*,operand-renamed_same-structure,4
230,10,18,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V18O01().X010V18O02.(X010V18O02|X010V18O03|X010V18O04)*,operand-renamed_same-structure,4
231,10,19,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V19O01().X010V19O02.(X010V19O02|X010V19O03|X010V19O04)*,operand-renamed_same-structure,4
232,10,20,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V20O01().X010V20O02.(X010V20O02|X010V20O03|X010V20O04)*,operand-renamed_same-structure,4
233,10,21,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V21O01().X010V21O02.(X010V21O02|X010V21O03|X010V21O04)*,operand-renamed_same-structure,4
234,10,22,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V22O01().X010V22O02.(X010V22O02|X010V22O03|X010V22O04)*,operand-renamed_same-structure,4
235,10,23,2020-Automated generation of oracled test cases with regular expressions and combinatorial techniques,Account().deposit.(deposit|withdraw|transfer)*,X010V23O01().X010V23O02.(X010V23O02|X010V23O03|X010V23O04)*,operand-renamed_same-structure,4
236,11,1,,"expand((ab|c)*,6)","expand((X011V01O01|X011V01O02)*,6)",operand-renamed_same-structure,2
237,11,2,,"expand((ab|c)*,6)","expand((X011V02O01|X011V02O02)*,6)",operand-renamed_same-structure,2
238,11,3,,"expand((ab|c)*,6)","expand((X011V03O01|X011V03O02)*,6)",operand-renamed_same-structure,2
239,11,4,,"expand((ab|c)*,6)","expand((X011V04O01|X011V04O02)*,6)",operand-renamed_same-structure,2
240,11,5,,"expand((ab|c)*,6)","expand((X011V05O01|X011V05O02)*,6)",operand-renamed_same-structure,2
241,11,6,,"expand((ab|c)*,6)","expand((X011V06O01|X011V06O02)*,6)",operand-renamed_same-structure,2
242,11,7,,"expand((ab|c)*,6)","expand((X011V07O01|X011V07O02)*,6)",operand-renamed_same-structure,2
243,11,8,,"expand((ab|c)*,6)","expand((X011V08O01|X011V08O02)*,6)",operand-renamed_same-structure,2
244,11,9,,"expand((ab|c)*,6)","expand((X011V09O01|X011V09O02)*,6)",operand-renamed_same-structure,2
245,11,10,,"expand((ab|c)*,6)","expand((X011V10O01|X011V10O02)*,6)",operand-renamed_same-structure,2
246,11,11,,"expand((ab|c)*,6)","expand((X011V11O01|X011V11O02)*,6)",operand-renamed_same-structure,2
247,11,12,,"expand((ab|c)*,6)","expand((X011V12O01|X011V12O02)*,6)",operand-renamed_same-structure,2
248,11,13,,"expand((ab|c)*,6)","expand((X011V13O01|X011V13O02)*,6)",operand-renamed_same-structure,2
249,11,14,,"expand((ab|c)*,6)","expand((X011V14O01|X011V14O02)*,6)",operand-renamed_same-structure,2
250,11,15,,"expand((ab|c)*,6)","expand((X011V15O01|X011V15O02)*,6)",operand-renamed_same-structure,2
251,11,16,,"expand((ab|c)*,6)","expand((X011V16O01|X011V16O02)*,6)",operand-renamed_same-structure,2
252,11,17,,"expand((ab|c)*,6)","expand((X011V17O01|X011V17O02)*,6)",operand-renamed_same-structure,2
253,11,18,,"expand((ab|c)*,6)","expand((X011V18O01|X011V18O02)*,6)",operand-renamed_same-structure,2
254,11,19,,"expand((ab|c)*,6)","expand((X011V19O01|X011V19O02)*,6)",operand-renamed_same-structure,2
255,11,20,,"expand((ab|c)*,6)","expand((X011V20O01|X011V20O02)*,6)",operand-renamed_same-structure,2
256,11,21,,"expand((ab|c)*,6)","expand((X011V21O01|X011V21O02)*,6)",operand-renamed_same-structure,2
257,11,22,,"expand((ab|c)*,6)","expand((X011V22O01|X011V22O02)*,6)",operand-renamed_same-structure,2
258,11,23,,"expand((ab|c)*,6)","expand((X011V23O01|X011V23O02)*,6)",operand-renamed_same-structure,2
259,12,1,,(ab|c)+,(X012V01O01|X012V01O02)+,operand-renamed_same-structure,2
260,12,2,,(ab|c)+,(X012V02O01|X012V02O02)+,operand-renamed_same-structure,2
261,12,3,,(ab|c)+,(X012V03O01|X012V03O02)+,operand-renamed_same-structure,2
262,12,4,,(ab|c)+,(X012V04O01|X012V04O02)+,operand-renamed_same-structure,2
263,12,5,,(ab|c)+,(X012V05O01|X012V05O02)+,operand-renamed_same-structure,2
264,12,6,,(ab|c)+,(X012V06O01|X012V06O02)+,operand-renamed_same-structure,2
265,12,7,,(ab|c)+,(X012V07O01|X012V07O02)+,operand-renamed_same-structure,2
266,12,8,,(ab|c)+,(X012V08O01|X012V08O02)+,operand-renamed_same-structure,2
267,12,9,,(ab|c)+,(X012V09O01|X012V09O02)+,operand-renamed_same-structure,2
268,12,10,,(ab|c)+,(X012V10O01|X012V10O02)+,operand-renamed_same-structure,2
269,12,11,,(ab|c)+,(X012V11O01|X012V11O02)+,operand-renamed_same-structure,2
270,12,12,,(ab|c)+,(X012V12O01|X012V12O02)+,operand-renamed_same-structure,2
271,12,13,,(ab|c)+,(X012V13O01|X012V13O02)+,operand-renamed_same-structure,2
272,12,14,,(ab|c)+,(X012V14O01|X012V14O02)+,operand-renamed_same-structure,2
273,12,15,,(ab|c)+,(X012V15O01|X012V15O02)+,operand-renamed_same-structure,2
274,12,16,,(ab|c)+,(X012V16O01|X012V16O02)+,operand-renamed_same-structure,2
275,12,17,,(ab|c)+,(X012V17O01|X012V17O02)+,operand-renamed_same-structure,2
276,12,18,,(ab|c)+,(X012V18O01|X012V18O02)+,operand-renamed_same-structure,2
277,12,19,,(ab|c)+,(X012V19O01|X012V19O02)+,operand-renamed_same-structure,2
278,12,20,,(ab|c)+,(X012V20O01|X012V20O02)+,operand-renamed_same-structure,2
279,12,21,,(ab|c)+,(X012V21O01|X012V21O02)+,operand-renamed_same-structure,2
280,12,22,,(ab|c)+,(X012V22O01|X012V22O02)+,operand-renamed_same-structure,2
281,12,23,,(ab|c)+,(X012V23O01|X012V23O02)+,operand-renamed_same-structure,2
282,12,24,,(ab|c)+,(X012V24O01|X012V24O02)+,operand-renamed_same-structure,2
283,13,1,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V01O01.((X013V01O02|X013V01O03).(X013V01O04|X013V01O05)))k,operand-renamed_same-structure,5
284,13,2,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V02O01.((X013V02O02|X013V02O03).(X013V02O04|X013V02O05)))k,operand-renamed_same-structure,5
285,13,3,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V03O01.((X013V03O02|X013V03O03).(X013V03O04|X013V03O05)))k,operand-renamed_same-structure,5
286,13,4,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V04O01.((X013V04O02|X013V04O03).(X013V04O04|X013V04O05)))k,operand-renamed_same-structure,5
287,13,5,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V05O01.((X013V05O02|X013V05O03).(X013V05O04|X013V05O05)))k,operand-renamed_same-structure,5
288,13,6,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V06O01.((X013V06O02|X013V06O03).(X013V06O04|X013V06O05)))k,operand-renamed_same-structure,5
289,13,7,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V07O01.((X013V07O02|X013V07O03).(X013V07O04|X013V07O05)))k,operand-renamed_same-structure,5
290,13,8,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V08O01.((X013V08O02|X013V08O03).(X013V08O04|X013V08O05)))k,operand-renamed_same-structure,5
291,13,9,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V09O01.((X013V09O02|X013V09O03).(X013V09O04|X013V09O05)))k,operand-renamed_same-structure,5
292,13,10,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V10O01.((X013V10O02|X013V10O03).(X013V10O04|X013V10O05)))k,operand-renamed_same-structure,5
293,13,11,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V11O01.((X013V11O02|X013V11O03).(X013V11O04|X013V11O05)))k,operand-renamed_same-structure,5
294,13,12,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V12O01.((X013V12O02|X013V12O03).(X013V12O04|X013V12O05)))k,operand-renamed_same-structure,5
295,13,13,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V13O01.((X013V13O02|X013V13O03).(X013V13O04|X013V13O05)))k,operand-renamed_same-structure,5
296,13,14,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V14O01.((X013V14O02|X013V14O03).(X013V14O04|X013V14O05)))k,operand-renamed_same-structure,5
297,13,15,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V15O01.((X013V15O02|X013V15O03).(X013V15O04|X013V15O05)))k,operand-renamed_same-structure,5
298,13,16,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V16O01.((X013V16O02|X013V16O03).(X013V16O04|X013V16O05)))k,operand-renamed_same-structure,5
299,13,17,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V17O01.((X013V17O02|X013V17O03).(X013V17O04|X013V17O05)))k,operand-renamed_same-structure,5
300,13,18,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V18O01.((X013V18O02|X013V18O03).(X013V18O04|X013V18O05)))k,operand-renamed_same-structure,5
301,13,19,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V19O01.((X013V19O02|X013V19O03).(X013V19O04|X013V19O05)))k,operand-renamed_same-structure,5
302,13,20,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V20O01.((X013V20O02|X013V20O03).(X013V20O04|X013V20O05)))k,operand-renamed_same-structure,5
303,13,21,2018-An Approach to Automatic Test Case Generation for Unit Testing,(B4T.((B5T|B5F).(B6T|B6F)))k,(X013V21O01.((X013V21O02|X013V21O03).(X013V21O04|X013V21O05)))k,operand-renamed_same-structure,5
